call_id,customer_id,agent_id,primary_call_reason,customer_name,elite_level_code
19690591,3530738824,149315,IRROPS,Annette Walker,
20274570,204544679,668841,Voluntary Change,Caleb Obrien,0
20376201,8762899209,911766,Voluntary Change,Jennifer Scott,0
20572889,5870682255,845399,Other Topics  ,Christina Key,1
21053205,6371485857,113217,Seating,Ricardo Carr,0
21277719,371433946,634959,Check-In,Megan Knight,
21376206,6504429954,204674,Checkout,Michael Irwin,
21493557,2071759374,496568,Mileage Plus,Devin Escobar,1
21503877,7316767133,355086,Products & Services,Jill Benton,1
21513062,6184483308,181820,Mileage Plus,Lauren Strickland,1
21545779,7983611643,650595,Voluntary Change,Brian Salas,
21947551,5806045729,717526,Voluntary Change,Kristopher Nicholson,
21965924,6973723485,418634,Voluntary Change,Stephanie Schmidt,0
22691502,6545799665,731717,Communications,James Shepherd,0
23106595,1202680464,149315,Voluntary Change,Keith Powell,0
23148280,2485905363,922729,Voluntary Change,Carolyn Gonzales,
23319059,7611536453,793137,Voluntary Cancel,Chase Richards,
23943467,6680665433,422417,Voluntary Change,Tamara Pratt,1
23982952,1879774551,786323,Seating,Julie Nelson,0
24082317,2806189808,633769,Seating,Amanda Cunningham,
24244098,2364599620,915618,Schedule Change,Joshua Johnson,0
24578076,3660288616,414690,Baggage,Lisa Lee,2
25027301,6454014989,743011,IRROPS,Paul Flynn,
25271648,5192808798,732843,IRROPS,Steven Osborn,5
25345303,7126075734,319947,Seating,William Meyer,3
25369057,6566568024,964561,Disability,Jerry Bridges,3
25409150,6611413380,888140,Voluntary Change,Cassie Cordova,0
25553935,2600393966,336230,Voluntary Change,David Davis,0
25654271,9595057511,604639,Seating,Lonnie Cabrera,0
25731447,9199478040,202868,Booking,William Greene,
25990982,6647792640,607742,Voluntary Cancel,Amy Nolan,
26241257,1798714004,126555,Other Topics,Ashley Perez,1
26268478,7324106980,369972,Communications,Julie Benson,0
26509566,3366803192,302709,Mileage Plus,Crystal Rose,5
26959863,5940653049,758927,ETC,Kevin Pace,2
27594818,3151434485,204674,Upgrade,Shane Ochoa,1
27600534,2277031963,349957,Check-In,Amanda Joyce,0
27604476,3201055944,743011,Post Flight,Virginia White,
27672758,7859410066,437196,Communications,Laura Chandler,
27789525,5897002523,719115,Post Flight,Mario Juarez,
27848138,3246065941,181820,Booking,Thomas Owens,3
27877809,2585739376,414690,IRROPS,Matthew Walker,0
27886027,8534315087,266799,IRROPS,William Palmer,
27970749,7081429564,519057,Seating,Patricia Jones,0
28009081,4019632328,942082,Checkout,Leslie Terry,
28074955,7335512851,198686,Post Flight,Nicole Roberts,1
28116487,9042543478,696673,Voluntary Change,Nicole Avery,1
28335414,4212904879,814752,Voluntary Change,Jeffery Palmer,1
28345913,7795593890,575830,Baggage,Jason Osborne,0
28416196,1040644372,721730,Mileage Plus,James Garcia,4
28627989,6510847643,896798,Products & Services,Janet Ayala,1
28698213,3150258310,519294,Baggage,Jose Aguirre,
29177846,9913603171,131036,IRROPS,Cameron Baker,2
29345915,4573050072,305039,Communications,Marisa Gallegos,0
29379468,1961507085,590950,Voluntary Change,Donna Schaefer,
29451829,812182030,544771,Voluntary Change,Heather Obrien,
29468252,4915386995,524049,Products & Services,Donna Perkins,0
29838697,9093518920,965878,IRROPS,Tamara Jenkins,3
29936253,9866172003,369972,Communications,Haley Morales,
29938884,6132724348,519294,Booking,Roger Graham,
29948393,5974260755,640550,Products & Services,Bobby Hanna,
29957062,9495264771,436160,Voluntary Change,Rebecca Coffey,
30004186,6055513033,937806,Seating,Michael Johnson,
30008648,3051096133,213093,Checkout,Caitlin Hughes,
30132026,8669144050,938715,IRROPS,Victoria Patel,1
30261992,6103059839,400977,Check-In,Candice Torres,0
30345174,3612369597,347606,Disability,Javier Hardy,1
31088497,8561514855,640550,Mileage Plus,Steven Arnold,5
31093594,521402477,289402,Seating,John Lee,2
31343824,7356343067,640212,Seating,Kristina Day,1
31374812,340525759,367706,Voluntary Change,Christopher Montgomery,
31625828,3500345733,755957,IRROPS,Dakota Berg,
31748797,9975850191,289402,Voluntary Change,Crystal Turner,
31781863,2278227802,571712,Voluntary Change,Jeremy Daniel,
31781902,337093507,499403,IRROPS,Audrey Marshall,
32012562,8066648962,789268,Digital Support,Larry Parker,
32024979,8079600638,931734,IRROPS,Emily Padilla,0
32096407,5657432919,251287,Voluntary Change,James Brown,
32294019,707367200,590950,Voluntary Change,Brenda Gray,
32315819,4211962015,922729,Voluntary Cancel,Christopher Rodriguez,
32767088,8710858860,650323,IRROPS,Crystal Thomas,0
32798742,2721578624,805825,Post Flight,Brent Sloan,1
33195993,8081571528,481174,Checkout,Michael Booth,3
33262177,872544613,519057,Seating,James Greer,
33295308,9087916282,187770,Booking,Mason Marshall,1
33535403,870299971,390819,Voluntary Change,Thomas Perez,
33569772,946807055,376343,Voluntary Change,Cassandra Cox,
33691394,2347810709,514981,Voluntary change,Ashley Beltran,0
33730588,8045057729,263480,Voluntary Change,Emily Baird,
33851296,8580080246,693396,Products & Services,Raymond Pruitt,
34018075,8641136119,432687,Mileage Plus,Tina Scott,2
34162261,2448651529,398990,Baggage,Joseph Johnson,
34172946,1595326557,349957,Products & Services,Eric Harmon,0
34431163,674090900,911766,Upgrade,Christina Sullivan,
34669483,5937358407,595713,Post Flight,Max Solis,
35080857,4524513559,860848,Products & Services,Christopher Martinez,0
35176240,6840242025,668169,Voluntary Change,Timothy Jones,
35268345,3913743615,594957,Mileage Plus,Nichole Hernandez,0
35335904,9515383598,171689,Mileage Plus,Benjamin Singleton,2
35617320,5615946446,965878,Mileage Plus,Robert Smith,4
35949394,972790265,760378,Products & Services,Tony Kim,2
36141126,2758201465,436472,Checkout,Teresa Campbell,2
36499723,9837932049,524342,Seating,Jennifer Brooks,
36544277,4400766783,369972,Voluntary Change,Angela Cox,
36892107,4220190140,719115,Traveler Updates,Derek Smith,
36909105,3977652354,163887,Checkout,Christina Griffin,
37147930,4739926332,499403,Booking,Corey Morrison,
37194400,8755915455,749671,Voluntary Change,Anna Tyler,1
37236485,1187111786,618490,Digital Support,Dale Cantrell,1
37342590,6996589604,337200,Post Flight,Michelle King,2
37511186,6139403635,355086,Seating,Vernon Rivas,1
37849609,6650692109,189362,Products & Services,Claudia Martinez,
37920062,8051428059,570067,IRROPS,Patricia Love,1
37951369,2593133176,605855,Baggage,Kyle Johnson,1
38224300,8215908062,910145,Mileage Plus,Kelly Schwartz,1
38341036,7363143549,524049,Seating,Lisa Wallace,1
38634701,1463283011,882260,Upgrade,Amy Coleman,
38913476,5121751305,688153,Digital Support,Kelly Lee,0
38920227,3256591276,275034,Post Flight,Christopher Rios,
38943215,8256812845,965878,IRROPS,Joseph Nguyen,
38964691,6443583870,961335,Baggage,Megan Nelson,
39065586,9531377974,181820,Voluntary Change,Andrew Davis,
39192997,136843304,575830,Checkout,Amanda Duncan,0
39320175,1670922303,964561,IRROPS,Dylan Bailey,
39652190,4286121172,275034,Products & Services,William Jarvis,
39718646,2872726168,293576,Mileage Plus,Mr. Isaac Nash,2
39864831,1045240796,308266,Baggage,Kathy Johnson,0
39872892,3204752534,625605,Baggage,Linda Perry,
40140742,6799375869,963118,IRROPS,Gerald Nelson,0
40843532,6469694635,825827,Voluntary Change,Anthony Andrews,
40850388,4923118455,887241,IRROPS,Tracie Johnson,5
40851428,8006970781,462743,IRROPS,Dakota Elliott,1
40864606,9719623532,731015,Checkout,Breanna Short,
40883997,2151399984,668169,Voluntary Change,Christopher Erickson,
40929145,5627097704,721730,Voluntary Change,Toni Murphy,
41047140,9968701667,265196,Voluntary Change,Keith Shaffer,
41159043,7463425759,367706,Voluntary Change,Kimberly Hardy DVM,
41776476,7104212118,975590,IRROPS,Robert Martin,0
42079978,6494692070,429743,Booking,Laura Hooper,
42105231,976746421,302873,Baggage,Teresa Miller,2
42161778,1094568108,576990,Booking,Debra Fuller,1
42200009,484138804,887241,Mileage Plus,Daniel Tucker,5
42221824,2075704355,696673,IRROPS,Brian Ruiz,1
42255913,7728327827,860848,Checkout,Angela Holmes,
42735441,1132412322,931734,IRROPS,Karen Lopez,1
42988955,258545935,419382,IRROPS,Elizabeth Kaufman,
43120131,9710638234,805825,IRROPS,Michelle Johnston,
43212344,7090044551,668841,Check-In,Stephen Carr,0
43425999,2031334305,931734,Voluntary Change,Kathleen Osborne,
43459858,955686222,479414,Checkout,John Benson,
43542038,6350976090,183138,Mileage Plus,Brittany Cummings,1
43661623,142661583,233571,Communications,Sara Soto,0
43763770,4086810198,942082,IRROPS,Eric Bentley,0
43870301,7956871819,470395,Products & Services,Hayley Galloway,
43887812,6840318359,261911,Upgrade,Casey Smith,2
44094674,6408866614,126555,Upgrade,Michelle Hernandez,
44201418,1487435155,347606,Checkout,Stephen Cortez,2
44292623,4777213331,158530,Checkout,Drew Keller,
44345002,938955173,293576,Post Flight,Justin Owens,
44591216,3739413619,605855,Mileage Plus,Michael Jacobs,3
44795240,4629820199,359050,Check-In,Michael Barton,
45177760,8044388979,642658,Checkout,Julie Mason,0
45367961,2247624822,149315,Baggage,Matthew Murphy,1
45462312,9084850629,571712,Upgrade,Jimmy Greene,
45950950,3890884990,820369,Post Flight,Jimmy Peterson,3
46007638,5489859148,530215,Baggage,Maria Conley,
46548836,5059500291,938715,Voluntary Change,Karen Morgan,
46632171,5860685283,748700,Voluntary Change,Shawn Nguyen,1
46649069,556956074,208992,Traveler Updates,Michael Diaz,0
46672378,4585743796,436160,Upgrade,Michelle Woods,0
46784823,5136245641,422969,Checkout,Kevin Bradley,0
46917222,5091374395,805825,Post Flight,Christina Allen,
46990648,2066802776,764745,IRROPS,Cheryl Patterson,
47058239,1968829186,743011,Seating,Robert Rodriguez,
47064020,8721700100,369972,Communications,Samantha Mitchell,
47072578,5008592044,603165,Voluntary change,Stephanie Brown,1
47139753,4342610276,968346,Voluntary Cancel,David Mcpherson,
47257583,2631044510,459044,Other Topics,Mark Anderson,1
47349808,460184885,459044,Post Flight,Anna Cook MD,3
47441193,1563320501,782259,Seating,Kevin Small,
47930366,1835989844,136010,Check-In  ,Elizabeth May,2
47953701,5777717064,357929,IRROPS,Ernest Johnson,1
48210591,9396921346,724683,Booking,John Mcfarland,
48278339,4495907124,382032,Upgrade,Gloria Owens,0
48375302,7051315382,131036,Baggage,Teresa Mcguire,1
48680526,5617342231,784648,Schedule Change,Patrick Peterson,2
48824226,4598243891,769083,IRROPS,Ryan Keller,3
49243068,7165279006,251287,Seating,Sandra Davis,
49379220,29540778,359050,Products & Services,Breanna Gordon,2
49387839,6577498601,955854,Traveler Updates,Christopher Morgan,0
49832135,7326488471,604639,Voluntary Change,Andrew Anthony,1
49928436,35227526,490672,Baggage,Jeremy Short,0
50167984,6633477303,275034,Voluntary Change,Jacqueline Matthews,1
50283396,9689963587,861794,Mileage Plus,Kim Johnson,3
51035785,6709864479,436160,Post Flight,Lindsay Duran,
51375096,7270911035,153460,IRROPS,Emily Brown,
51705137,7708738131,882260,Baggage,Deborah Frazier,0
51934073,2444175745,198686,Voluntary Change,Matthew Vargas,
52149412,130700233,132311,IRROPS,Erin Frazier,0
52470589,5602654482,743011,Booking,Dana Miller,
52608184,3186716995,959023,IRROPS,Nicholas Gilbert,
52781367,5108587545,897227,Post Flight,Miguel Rivera,
52887659,4745334646,819946,IRROPS,Hector Livingston,3
52898868,7965419848,215457,IRROPS,John Novak,0
52908567,2312125688,526945,Mileage Plus,Jonathan Smith,0
53239757,9387483303,717526,Seating,Jerry Johnson,
53311807,8579660769,734708,Voluntary Change,Bernard Cooper,4
53573342,6592565951,530215,IRROPS,Autumn Sanchez,
53869488,9629183809,131036,Seating,Christina Morrow,
53947862,4367100484,526945,Seating,Donna Martin MD,0
54098358,9920863060,542034,Checkout,Casey Chandler,2
54333476,2186216107,153460,Seating,Kevin Aguirre,
54584396,7806060768,630891,IRROPS,Robert Jordan,1
54789861,1864146328,688153,IRROPS,William Hobbs,
54969334,2601000535,749671,Mileage Plus,Johnny Castillo,2
55161518,7137331087,782259,Voluntary Change,Darrell Perez,3
55186010,9321675489,619806,IRROPS,Kenneth Padilla,0
55239118,9763745720,537208,Seating,Thomas Thompson,0
55400215,7252102981,949717,Post Flight,Gail Williams,
55519287,3970076151,359050,Upgrade,Mario Baldwin MD,1
55554370,869729656,764745,IRROPS,Gregory Nicholson,2
56060803,8963662785,819946,Mileage Plus,Ellen Williams,1
56524210,8395729646,724683,Booking,Randy Hernandez,4
56590356,520943013,870032,Check-In,Matthew Tran,
56716893,8009025625,650595,Voluntary Change,James Petersen,2
56762590,1889689638,788537,Schedule Change,Christopher Freeman,
56804365,537510792,479098,Seating,Kevin Miller,0
57064340,4950601310,976024,Products & Services,Adrian Bennett,1
57429997,2954693011,637585,Voluntary Change,Edward Neal,0
57531985,7854098016,192245,IRROPS,Sherry Schwartz,1
57671301,6952612997,640550,Seating,Elizabeth Robertson,
58227197,4445406876,139291,Post Flight,Zachary Salazar,0
58579812,8914294788,878048,IRROPS,Tracy Kemp,
59058623,8404835046,126555,Traveler Updates,Brett Moreno,
59092771,8900654397,359050,Booking,Shawn Greene,0
59211954,4373763036,422969,Seating,Alison Henderson,
59295875,8924169757,175269,Seating,Mark Parks,2
59359353,9143149608,126555,Booking,Carol Robertson,0
59595509,4215562725,715813,IRROPS  ,Jennifer Moses,0
59657094,1513164156,302709,IRROPS,David Hale,
59955964,1090354620,167843,Mileage Plus,Wendy Barrett,3
60152360,8392723382,537208,Check-In,Dominic Blair,1
60247025,919309134,479098,Baggage,Elizabeth Mann,1
60347998,6970943492,982131,IRROPS,Phillip Pratt,
60412704,646605659,901722,Post Flight,Emily Dickerson,2
60455036,1497523668,652524,Mileage Plus,Thomas Alvarez,3
60491822,7487929169,645129,Post Flight,Jessica Espinoza,
60656595,900389895,619806,Seating,Erik Mills,
60677159,8884870773,897227,Voluntary Change,Anna Guerrero,1
60850891,1504737776,275034,IRROPS,Dave Ramos,2
60890169,5069596710,605855,Mileage Plus,Andrew Sanchez,0
60892224,7934691973,630891,Voluntary Change,Erin Velazquez,0
61049122,1328136589,634959,Seating,Martin Savage,
61126649,9519487815,163887,Communications,Wanda Beck,0
61128584,7961602036,861794,Post Flight,Kevin Ferguson,1
61150891,1900751456,348998,Booking,Monique Johnson,
61330025,4858453477,357288,Post Flight,Monica Hines,
61568801,5301973821,391212,Baggage,Amy Knapp,0
61915007,8215216898,391052,Seating,Lisa Wall,3
61982198,5997525872,198489,Booking,Harry Short,
62080535,5797459277,641379,Mileage Plus,Steven Hudson,3
62285217,4719922902,618490,Voluntary Change,Margaret Pineda,
62322568,6366116740,655682,Mileage Plus,Angela Acosta,4
62436966,123090765,422969,Voluntary Change,Elaine Wilson,1
62550569,8537099964,348998,Check-In,Joshua Riddle,3
62570198,9558976241,819946,Upgrade,James Meyer,3
62572446,8937944815,233571,Mileage Plus,Kevin Pope,0
63129838,9434547761,338544,Voluntary Change,Michael Sexton,0
63271332,7726338989,481174,Voluntary Change,James Harris,2
63373286,2189483099,696555,IRROPS,Steve Fry,2
63386522,5508977070,887241,Booking,Zachary Medina,
63781418,5682485336,630891,Checkout,Andrew Walton,
63846062,2880376556,126555,Mileage Plus,John Meyer,2
64096542,2467617921,805825,Products & Services,Scott Owens,
64220715,5116592596,213093,Baggage  ,Steven Le DDS,0
64751035,3626530695,432687,IRROPS,Denise Baird,3
64819936,1035961792,181820,Mileage Plus,Samantha Davis,2
64907145,7542620216,369972,Digital Support,William Shannon,
65171437,8277787426,367706,ETC,Caleb Bright,5
65209995,7385388138,976024,Booking,James Brown,
65289773,675088432,965878,Products & Services,William Becker,1
65501404,5208534628,816533,Voluntary Change,Jason Martinez,
65729347,9123902626,266799,Voluntary Change,Lori Miller,
65957900,3693284731,605855,Mileage Plus,Melissa Gomez,0
66067122,2670162598,668841,Post Flight,Scott Mason,
66123762,4695485103,418648,IRROPS,Mrs. Michelle Taylor,2
66299917,4373300129,640212,IRROPS,Daniel Wheeler,
66364586,3318764769,213093,IRROPS,Andrew Gibson,0
66411161,9418823137,208992,Voluntary Change,Adam Lee,
66477822,6059671908,675344,Post Flight,James Mueller,
66505523,5659607491,804369,IRROPS,Frank Fox,5
66884447,5317603909,136855,IRROPS,Marc Coleman,4
66935245,2090217036,825827,Voluntary Cancel,John Rocha,0
67185129,7931965162,595713,Products & Services,Donald Hodges,4
67265206,3483389642,459044,Upgrade,Amber Martinez MD,2
67344773,4116025045,266799,Voluntary Change,Brenda Campbell,
67358499,2284313474,376343,Products & Services,Timothy Hill,
67389472,1351151189,605855,Voluntary Change,Mark Ashley,0
67681157,2141422207,981776,ETC,Kimberly Johnson,1
67704525,802481058,963118,Post Flight,Bridget Johnson,
67712540,3423695575,882260,Booking,James Juarez,1
68443022,2091979484,369972,Voluntary Change,Tammy Shepherd,3
68695594,18261795,942082,Voluntary Change,Laurie Jennings,1
68766176,6066632358,610271,IRROPS  ,Mr. Nicholas Stewart MD,
68876876,13423857,214289,IRROPS,Ann Bell,1
68906342,6134070276,113217,Checkout,Mary Rodriguez,
69091173,5658809735,968346,Mileage Plus,Michelle Murray,2
69346214,1936188319,418648,Booking,Lance Ray,
69613738,6323545666,404951,Voluntary Change,Karen Wilson,1
69641346,3941243435,699215,Booking,Richard Murphy,1
69723384,7330658062,181820,IRROPS,Kyle Allen,
70285409,5449217294,828869,Other Topics,Hector Davis,0
70473861,5890415301,479098,Checkout,Miss Paula Simmons,
70709744,3436031609,963118,Other Topics,Michael Kelley,
70751916,9933399884,610271,Seating,Steven Mcclain,1
70776957,8941703847,645129,IRROPS,Elizabeth Smith,0
71001561,730600127,338544,Mileage Plus,Wanda Wagner,3
71226725,1173509166,429743,IRROPS,Wayne Carr,0
71260026,8718132509,215457,Voluntary Cancel,Amber Colon,2
71265982,2536922920,454069,Communications,Mallory Ruiz,
71812609,9179415523,633922,IRROPS,Valerie Tucker,0
72130578,7128469851,257436,Check-In,Traci Cole,0
72366703,9230153220,274746,Communications,Jane Bray,
72765699,97489206,926550,Voluntary Change,Thomas Barber,2
72790544,3382573728,149315,Checkout,Devin Davis,0
72825538,4222478275,820369,Products & Services,Amy Sparks MD,
72853369,7216906674,710770,Voluntary Change,James Hoover,0
72934716,9060138459,848681,IRROPS,Kristy Guerrero,
73215765,7631472511,931734,Upgrade,Kara Pennington,0
73256818,5534665644,302709,IRROPS,Lauren Branch,2
73275311,3654551536,825827,Post Flight,Arthur Ortiz,0
73288263,996134693,819946,Mileage Plus,Nicholas Miranda,4
73528496,3971086320,922729,Products & Services,Nicole Erickson,1
73762681,7640194374,870032,Other Topics,Charlene Wong,4
73930002,7617220569,743011,Post Flight,Jennifer Arellano,2
74195730,9168734857,640550,Checkout,Jeremy King,1
74581700,9545220324,595713,Booking,Kristen White,1
74645416,5668644729,357288,IRROPS,Mrs. Jennifer Hayden DVM,2
74668560,4882000121,158530,Upgrade,Jake Carpenter,3
74797397,9075894279,215457,Products & Services,Lucas Lee,
74947574,8173028262,581782,Seating,Stephanie Marquez,
74973233,2913805065,594957,Mileage Plus,Shannon Huff,4
75276884,6692400287,541395,Mileage Plus,Bonnie Leach,1
75445464,6999853708,764745,IRROPS,Arthur Tyler,0
75473573,8606414440,698596,Upgrade,Jordan Stuart,
75483868,9243026021,795478,Products & Services,Zachary Reid,
75612213,6799991404,181820,Communications,Ryan Wood,
75802704,8330774763,544771,IRROPS,Colton Farrell,0
75958257,5210243092,308266,IRROPS,Stacey Cochran,0
75987826,511887338,570067,Voluntary Cancel,Shannon Walls,
76175602,6464965857,597265,Upgrade,Christopher Vega,
76211997,7884777621,266966,Baggage,Mrs. Stacey Estrada,
76236288,771115355,175269,Seating,Richard Copeland,
76598588,5253558076,338544,Voluntary Change,Jerry Perry,1
76753009,7847075307,922729,Seating,Rachel Martin,0
76938697,3051929104,796927,Post Flight,Jorge Martinez,1
77085125,8442992826,436472,Seating,Edwin Powers,
77120368,5794319799,163887,Post Flight,Lori Mccall,0
77395855,247646121,975590,Voluntary Change,Amy May,3
77642466,7436775488,537146,Mileage Plus,April Acosta,0
77843340,1752189317,825827,Schedule Change,Melissa Collins,0
78005483,724014804,630891,Seating,Bryan Padilla,4
78022967,7792821107,233571,Communications,Michael Pace,3
